"lhs","op","rhs","block","group","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all"
"ST113Q02TA","|","t3",2,2,"",1.57312998812957,0.0194576756371129,80.8488134692224,0,1.53499364465797,1.61126633160118,1.57312998812957,1.57312998812957
"ST113Q03TA","|","t1",2,2,"",-0.7099483546203,0.019516305904962,-36.377189314285,0,-0.748199611305292,-0.671697097935308,-0.7099483546203,-0.7099483546203
"ST113Q03TA","|","t2",2,2,"",0.626475787917729,0.019516305904962,32.1001213533166,0,0.588224531232738,0.664727044602721,0.626475787917729,0.626475787917729
"ST113Q03TA","|","t3",2,2,"",1.47955169604624,0.019516305904962,75.8110527295057,0,1.44130043936124,1.51780295273123,1.47955169604624,1.47955169604624
"ST113Q04TA","|","t1",2,2,"",-0.760524176771582,0.0196159794028318,-38.7706451538072,0,-0.798970789922612,-0.722077563620552,-0.760524176771582,-0.760524176771582
"ST113Q04TA","|","t2",2,2,"",0.538697333864227,0.0196159794028318,27.4621686127209,0,0.500250720713197,0.577143947015256,0.538697333864227,0.538697333864227
"ST113Q04TA","|","t3",2,2,"",1.32120318497151,0.0196159794028318,67.3534141650241,0,1.28275657182048,1.35964979812254,1.32120318497151,1.32120318497151
"ST129Q01TA","|","t1",2,2,"",-0.610059005040817,0.0200310382861525,-30.455685637751,0,-0.649319118654619,-0.570798891427015,-0.610059005040817,-0.610059005040817
"ST129Q01TA","|","t2",2,2,"",0.851472620214107,0.0200310382861525,42.5076627606833,0,0.812212506600305,0.890732733827909,0.851472620214107,0.851472620214107
"ST129Q01TA","|","t3",2,2,"",1.49213501708274,0.0200310382861525,74.4911469773515,0,1.45287490346894,1.53139513069655,1.49213501708274,1.49213501708274
"ST129Q02TA","|","t1",2,2,"",-0.616353468704163,0.0199646470291813,-30.8722447135314,0,-0.655483457845413,-0.577223479562913,-0.616353468704163,-0.616353468704163
"ST129Q02TA","|","t2",2,2,"",0.816031888465117,0.0199646470291813,40.8738450157604,0,0.776901899323867,0.855161877606367,0.816031888465117,0.816031888465117
"ST129Q02TA","|","t3",2,2,"",1.54499668103859,0.0199646470291813,77.3866264091897,0,1.50586669189734,1.58412667017984,1.54499668103859,1.54499668103859
"ST129Q03TA","|","t1",2,2,"",-0.754964146275095,0.0199780907548873,-37.7896043990293,0,-0.794120484634547,-0.715807807915643,-0.754964146275095,-0.754964146275095
"ST129Q03TA","|","t2",2,2,"",0.536286875768785,0.0199780907548873,26.8437501034773,0,0.497130537409334,0.575443214128237,0.536286875768785,0.536286875768785
"ST129Q03TA","|","t3",2,2,"",1.37556782955491,0.0199780907548873,68.8538182367805,0,1.33641149119546,1.41472416791437,1.37556782955491,1.37556782955491
"ST129Q04TA","|","t1",2,2,"",-0.71802413541165,0.0199381375978371,-36.0125980617939,0,-0.757102167022215,-0.678946103801085,-0.71802413541165,-0.71802413541165
"ST129Q04TA","|","t2",2,2,"",0.666327438619978,0.0199381375978371,33.419743210733,0,0.627249407009414,0.705405470230543,0.666327438619978,0.666327438619978
"ST129Q04TA","|","t3",2,2,"",1.428521169089,0.0199381375978371,71.6476733134778,0,1.38944313747844,1.46759920069957,1.428521169089,1.428521169089
"ST129Q05TA","|","t1",2,2,"",-0.72478988758666,0.019928996831906,-36.3686087011808,0,-0.763850003625209,-0.685729771548112,-0.72478988758666,-0.72478988758666
"ST129Q05TA","|","t2",2,2,"",0.634109818942179,0.019928996831906,31.818451490091,0,0.59504970290363,0.673169934980727,0.634109818942179,0.634109818942179
